area_code,ca_name,date_code,value_percent,distance_to_nearest_green_or_blue_space,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
S12000018,Inverclyde,2015,14,An 11 minute walk or more,All,All,All,All,All,All,All
S12000018,Inverclyde,2015,14,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000018,Inverclyde,2013,25,An 11 minute walk or more,All,All,All,All,All,All,All
S12000018,Inverclyde,2015,15,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000018,Inverclyde,2015,11,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2013,26,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000018,Inverclyde,2013,17,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2014,24,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2019,17,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2013,31,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2013,19,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2014,31,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2017,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2017,18,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2015,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2016,69,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2014,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2016,15,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2019,2,Don't Know,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2015,57,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2019,55,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2017,20,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2018,27,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2018,51,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2014,45,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2018,4,Don't Know,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2019,27,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2013,50,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2015,14,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2015,28,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2018,18,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2016,16,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2017,61,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,Inverclyde,2017,24,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2015,11,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2016,70,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2019,3,Don't Know,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2015,3,Don't Know,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2014,2,Don't Know,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2019,27,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2014,23,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2016,11,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2013,59,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2018,55,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2017,1,Don't Know,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2013,23,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2017,21,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2019,37,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2014,22,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2019,33,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2015,17,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2013,4,Don't Know,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2016,2,Don't Know,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2013,15,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2018,32,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2017,54,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2015,68,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2018,2,Don't Know,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2014,53,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2018,12,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2016,17,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000018,Inverclyde,2015,24,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000018,Inverclyde,2016,18,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2013,16,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000018,Inverclyde,2017,21,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000018,Inverclyde,2014,20,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000018,Inverclyde,2018,27,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000018,Inverclyde,2013,24,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2019,18,An 11 minute walk or more,All,All,All,All,All,All,All
S12000018,Inverclyde,2013,17,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000018,Inverclyde,2013,36,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2013,60,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2017,64,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2019,27,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2013,2,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2014,65,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2019,55,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2017,10,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2015,29,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2013,15,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2015,17,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2013,23,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2014,17,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2014,19,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2015,53,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2019,2,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2019,16,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2017,27,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,Inverclyde,2013,72,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000018,Inverclyde,2019,51,A 5 minute walk or less,All,All,All,All,All,All,All
S12000018,Inverclyde,2013,55,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2013,45,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2014,26,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2017,20,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,Inverclyde,2016,15,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2016,12,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000018,Inverclyde,2018,29,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2018,30,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000018,Inverclyde,2018,28,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2013,16,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,Inverclyde,2018,27,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,Inverclyde,2013,14,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2013,21,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000018,Inverclyde,2013,21,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2017,66,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2015,51,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2015,60,A 5 minute walk or less,All,All,All,All,All,All,All
S12000018,Inverclyde,2014,20,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,Inverclyde,2014,20,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2015,60,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000018,Inverclyde,2017,20,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2014,23,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000018,Inverclyde,2017,21,An 11 minute walk or more,All,All,All,All,All,All,All
S12000018,Inverclyde,2015,24,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,Inverclyde,2015,23,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000018,Inverclyde,2018,26,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2018,28,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2017,21,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2015,24,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2014,27,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2014,20,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2015,31,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2019,29,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,Inverclyde,2015,22,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2018,62,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2017,25,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2017,22,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2018,30,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2016,62,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2018,24,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2019,54,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2019,53,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2019,53,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000018,Inverclyde,2014,23,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2017,46,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2015,56,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2015,51,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2016,20,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000018,Inverclyde,2016,16,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,Inverclyde,2016,25,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2014,63,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2014,39,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2016,60,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2016,68,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2013,16,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2018,12,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2013,54,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2016,11,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2014,26,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2017,49,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2018,54,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2015,26,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2016,25,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2019,54,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2017,27,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2017,20,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000018,Inverclyde,2013,11,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000018,Inverclyde,2017,19,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000018,Inverclyde,2016,16,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2015,25,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000018,Inverclyde,2019,27,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2019,25,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2015,28,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2017,14,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2017,29,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2015,25,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2016,23,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2013,19,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2013,16,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2016,62,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000018,Inverclyde,2016,75,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000018,Inverclyde,2018,24,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000018,Inverclyde,2019,28,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2019,21,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000018,Inverclyde,2019,37,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000018,Inverclyde,2019,31,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2014,42,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2013,47,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000018,Inverclyde,2013,40,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2013,69,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000018,Inverclyde,2013,66,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2013,59,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000018,Inverclyde,2013,57,A 5 minute walk or less,All,All,All,All,All,All,All
S12000018,Inverclyde,2019,49,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000018,Inverclyde,2018,55,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000018,Inverclyde,2018,58,A 5 minute walk or less,All,All,All,All,All,All,All
S12000018,Inverclyde,2018,61,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000018,Inverclyde,2017,58,A 5 minute walk or less,All,All,All,All,All,All,All
S12000018,Inverclyde,2013,2,Don't Know,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2013,2,Don't Know,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2013,2,Don't Know,All,Male,All,All,All,All,All
S12000018,Inverclyde,2013,2,Don't Know,All,Female,All,All,All,All,All
S12000018,Inverclyde,2013,2,Don't Know,All,All,All,All,All,All,All
S12000018,Inverclyde,2017,49,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2017,57,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2017,53,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000018,Inverclyde,2016,68,A 5 minute walk or less,All,All,All,All,All,All,All
S12000018,Inverclyde,2017,64,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000018,Inverclyde,2016,67,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2016,63,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2016,1,Don't Know,All,Female,All,All,All,All,All
S12000018,Inverclyde,2014,1,Don't Know,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2014,1,Don't Know,All,All,All,All,All,All,All
S12000018,Inverclyde,2016,2,Don't Know,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2019,2,Don't Know,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2018,13,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000018,Inverclyde,2018,12,An 11 minute walk or more,All,All,All,All,All,All,All
S12000018,Inverclyde,2014,53,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000018,Inverclyde,2019,52,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2019,51,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2018,59,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2018,48,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000018,Inverclyde,2018,62,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000018,Inverclyde,2018,45,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000018,Inverclyde,2015,61,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000018,Inverclyde,2015,62,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2014,59,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000018,Inverclyde,2014,65,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000018,Inverclyde,2014,57,A 5 minute walk or less,All,All,All,All,All,All,All
S12000018,Inverclyde,2014,60,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000018,Inverclyde,2019,49,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2017,16,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2015,0,Don't Know,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2019,15,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2015,61,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2019,3,Don't Know,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2017,0,Don't Know,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2016,72,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2013,24,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2013,60,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2014,19,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2013,16,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2015,11,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2019,25,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2015,3,Don't Know,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2019,21,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2016,2,Don't Know,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2016,10,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2018,12,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2019,0,Don't Know,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2014,2,Don't Know,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2013,5,Don't Know,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2013,25,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2017,3,Don't Know,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2018,4,Don't Know,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2014,49,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2015,60,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000018,Inverclyde,2017,66,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2019,33,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2014,61,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2018,2,Don't Know,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2017,17,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2016,18,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2014,20,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2015,17,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000018,Inverclyde,2018,3,Don't Know,All,All,All,All,All,All,White
S12000018,Inverclyde,2017,2,Don't Know,All,All,All,All,All,All,White
S12000018,Inverclyde,2015,2,Don't Know,All,All,All,All,All,All,White
S12000018,Inverclyde,2017,58,A 5 minute walk or less,All,All,All,All,All,All,White
S12000018,Inverclyde,2015,24,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000018,Inverclyde,2013,2,Don't Know,All,All,All,All,All,All,White
S12000018,Inverclyde,2016,1,Don't Know,All,All,All,All,All,All,White
S12000018,Inverclyde,2017,21,An 11 minute walk or more,All,All,All,All,All,All,White
S12000018,Inverclyde,2016,16,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000018,Inverclyde,2019,29,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000018,Inverclyde,2016,15,An 11 minute walk or more,All,All,All,All,All,All,White
S12000018,Inverclyde,2014,23,An 11 minute walk or more,All,All,All,All,All,All,White
S12000018,Inverclyde,2014,1,Don't Know,All,All,All,All,All,All,White
S12000018,Inverclyde,2015,14,An 11 minute walk or more,All,All,All,All,All,All,White
S12000018,Inverclyde,2018,59,A 5 minute walk or less,All,All,All,All,All,All,White
S12000018,Inverclyde,2016,68,A 5 minute walk or less,All,All,All,All,All,All,White
S12000018,Inverclyde,2018,27,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000018,Inverclyde,2013,25,An 11 minute walk or more,All,All,All,All,All,All,White
S12000018,Inverclyde,2019,2,Don't Know,All,All,All,All,All,All,White
S12000018,Inverclyde,2015,60,A 5 minute walk or less,All,All,All,All,All,All,White
S12000018,Inverclyde,2013,16,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000018,Inverclyde,2014,20,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000018,Inverclyde,2019,51,A 5 minute walk or less,All,All,All,All,All,All,White
S12000018,Inverclyde,2014,56,A 5 minute walk or less,All,All,All,All,All,All,White
S12000018,Inverclyde,2018,12,An 11 minute walk or more,All,All,All,All,All,All,White
S12000018,Inverclyde,2017,20,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000018,Inverclyde,2013,58,A 5 minute walk or less,All,All,All,All,All,All,White
S12000018,Inverclyde,2019,18,An 11 minute walk or more,All,All,All,All,All,All,White
S12000019,Midlothian,2014,9,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2014,6,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2019,8,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000019,Midlothian,2019,9,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000019,Midlothian,2019,7,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000019,Midlothian,2016,19,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000019,Midlothian,2019,9,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2018,1,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000019,Midlothian,2018,8,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2018,0,Don't Know,All,All,Urban,All,All,All,All
S12000019,Midlothian,2018,1,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000019,Midlothian,2018,2,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000019,Midlothian,2018,0,Don't Know,All,All,All,All,All,Adults,All
S12000019,Midlothian,2017,3,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000019,Midlothian,2015,4,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2015,8,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2017,4,An 11 minute walk or more,All,All,All,All,All,All,All
S12000019,Midlothian,2018,0,Don't Know,All,Male,All,All,All,All,All
S12000019,Midlothian,2016,0,Don't Know,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2014,9,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000019,Midlothian,2014,8,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000019,Midlothian,2014,7,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000019,Midlothian,2014,9,An 11 minute walk or more,All,All,All,All,All,All,All
S12000019,Midlothian,2013,4,An 11 minute walk or more,All,All,All,All,All,All,All
S12000019,Midlothian,2018,19,Within a 6-10 minute walk,All,All,All,All,All,All,All
