area_code,ca_name,date_code,value_percent,distance_to_nearest_green_or_blue_space,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
S12000019,Midlothian,2016,74,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000019,Midlothian,2014,18,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000019,Midlothian,2016,10,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2013,75,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000019,Midlothian,2014,74,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000019,Midlothian,2016,7,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000019,Midlothian,2015,4,An 11 minute walk or more,All,All,All,All,All,All,All
S12000019,Midlothian,2015,5,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000019,Midlothian,2015,9,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2019,9,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000019,Midlothian,2015,4,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000019,Midlothian,2015,4,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000019,Midlothian,2019,14,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000019,Midlothian,2014,7,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000019,Midlothian,2015,20,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000019,Midlothian,2017,5,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000019,Midlothian,2016,6,An 11 minute walk or more,All,All,All,All,All,All,All
S12000019,Midlothian,2016,4,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000019,Midlothian,2016,6,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000019,Midlothian,2016,5,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000019,Midlothian,2015,2,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000019,Midlothian,2019,8,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000019,Midlothian,2014,1,Don't Know,All,All,Urban,All,All,All,All
S12000019,Midlothian,2016,6,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000019,Midlothian,2018,2,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000019,Midlothian,2018,2,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000019,Midlothian,2018,77,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000019,Midlothian,2015,76,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000019,Midlothian,2017,77,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000019,Midlothian,2018,2,An 11 minute walk or more,All,All,All,All,All,All,All
S12000019,Midlothian,2017,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2018,0,Don't Know,All,All,All,All,All,All,All
S12000019,Midlothian,2014,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2015,4,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000019,Midlothian,2013,5,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000019,Midlothian,2017,18,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000019,Midlothian,2016,0,Don't Know,All,All,All,All,All,Adults,All
S12000019,Midlothian,2017,0,Don't Know,All,Female,All,All,All,All,All
S12000019,Midlothian,2017,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2019,77,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000019,Midlothian,2017,8,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2018,2,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000019,Midlothian,2017,5,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2018,8,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2017,3,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000019,Midlothian,2013,13,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2017,4,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000019,Midlothian,2019,8,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2019,10,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2019,7,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000019,Midlothian,2014,10,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2017,8,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2017,6,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000019,Midlothian,2017,0,Don't Know,All,All,All,All,All,All,All
S12000019,Midlothian,2016,0,Don't Know,All,All,All,All,All,All,All
S12000019,Midlothian,2016,0,Don't Know,All,Male,All,All,All,All,All
S12000019,Midlothian,2013,7,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000019,Midlothian,2016,8,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2019,8,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2019,16,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2015,68,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2017,17,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2017,75,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2016,78,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2017,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2019,76,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2018,18,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2018,77,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2015,7,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2014,13,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2013,8,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2017,7,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2013,11,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2014,12,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2018,5,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2016,14,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2014,75,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2015,25,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2013,82,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000019,Midlothian,2014,65,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2016,20,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2014,27,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2014,7,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2019,4,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2018,13,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2016,5,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2019,12,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2017,15,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2014,1,Don't Know,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2018,1,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2019,84,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2018,85,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2016,75,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2013,3,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2017,4,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2013,83,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2013,13,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2017,82,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2018,1,Don't Know,All,All,All,All,Social Rented,All,All
S12000019,Midlothian,2013,2,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000019,Midlothian,2013,2,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000019,Midlothian,2018,20,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000019,Midlothian,2016,1,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000019,Midlothian,2019,8,An 11 minute walk or more,All,All,All,All,All,All,All
S12000019,Midlothian,2013,21,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000019,Midlothian,2017,0,Don't Know,All,All,Urban,All,All,All,All
S12000019,Midlothian,2016,0,Don't Know,All,All,Urban,All,All,All,All
S12000019,Midlothian,2016,8,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2016,9,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2013,15,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2013,2,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2013,74,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2019,13,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2017,18,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2015,82,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2016,16,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2015,17,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2017,79,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2013,25,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2019,78,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2018,1,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2017,3,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2013,1,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000019,Midlothian,2013,1,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2018,75,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2016,76,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2016,7,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2016,1,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2018,24,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2019,9,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2015,1,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,Midlothian,2019,78,A 5 minute walk or less,All,All,All,All,All,All,All
S12000019,Midlothian,2013,72,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2013,81,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2018,15,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000019,Midlothian,2018,22,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2018,20,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000019,Midlothian,2013,17,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2018,22,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000019,Midlothian,2018,16,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000019,Midlothian,2013,14,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2018,21,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000019,Midlothian,2018,19,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2018,17,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2014,16,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2015,28,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2014,18,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2015,18,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2019,14,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000019,Midlothian,2018,79,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000019,Midlothian,2016,6,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000019,Midlothian,2019,68,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2019,79,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000019,Midlothian,2019,85,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000019,Midlothian,2018,79,A 5 minute walk or less,All,All,All,All,All,All,All
S12000019,Midlothian,2016,71,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2016,83,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000019,Midlothian,2017,79,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2017,69,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2015,64,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2015,79,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2014,78,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2016,75,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2014,72,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2016,20,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000019,Midlothian,2016,21,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000019,Midlothian,2016,19,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2017,15,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000019,Midlothian,2014,23,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000019,Midlothian,2014,18,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2017,19,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000019,Midlothian,2017,23,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2016,86,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000019,Midlothian,2016,81,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000019,Midlothian,2015,22,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000019,Midlothian,2015,14,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000019,Midlothian,2015,18,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000019,Midlothian,2015,30,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2013,16,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000019,Midlothian,2013,15,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2013,17,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000019,Midlothian,2015,12,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000019,Midlothian,2016,76,A 5 minute walk or less,All,All,All,All,All,All,All
S12000019,Midlothian,2017,17,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000019,Midlothian,2014,16,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000019,Midlothian,2014,17,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000019,Midlothian,2017,12,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000019,Midlothian,2016,10,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000019,Midlothian,2016,17,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000019,Midlothian,2017,21,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000019,Midlothian,2016,13,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000019,Midlothian,2014,17,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000019,Midlothian,2017,75,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000019,Midlothian,2017,68,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000019,Midlothian,2017,78,A 5 minute walk or less,All,All,All,All,All,All,All
S12000019,Midlothian,2013,21,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000019,Midlothian,2016,16,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2016,16,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000019,Midlothian,2017,17,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000019,Midlothian,2016,20,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2017,22,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000019,Midlothian,2015,82,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000019,Midlothian,2017,75,A 5 minute walk or less,All,Male,All,All,All,All,All
