area_code,date_code,years_to_live,sex,age,simd_quintiles,urban_rural_classification
S92000003,2016-2018,37.43,Female,45-49 years,All,All
S92000003,2016-2018,80.33,Female,1-4 years,All,All
S16000095,2016-2018,22.6,Female,60-64 years,All,All
S16000095,2016-2018,31.36,Female,50-54 years,All,All
S92000003,2016-2018,61.51,Female,20-24 years,All,All
S16000095,2016-2018,26.94,Female,55-59 years,All,All
S16000095,2016-2018,45.27,Female,35-39 years,All,All
S16000095,2016-2018,35.94,Female,45-49 years,All,All
S92000003,2016-2018,51.69,Female,30-34 years,All,All
S92000003,2016-2018,66.44,Female,15-19 years,All,All
S92000003,2016-2018,71.4,Female,10-14 years,All,All
S92000003,2016-2018,46.84,Female,35-39 years,All,All
S16000096,2016-2018,4.28,Female,90 years,All,All
S16000099,2014-2016,36.06,Female,45-49 years,All,All
S16000096,2016-2018,15.58,Female,70-74 years,All,All
S16000096,2016-2018,8.89,Female,80-84 years,All,All
S16000096,2016-2018,12.02,Female,75-79 years,All,All
S16000099,2014-2016,31.51,Female,50-54 years,All,All
S16000099,2014-2016,15.26,Female,70-74 years,All,All
S16000095,2016-2018,78.81,Female,0 years,All,All
S16000099,2014-2016,64.8,Female,15-19 years,All,All
S92000003,2016-2018,15.85,Female,70-74 years,All,All
S16000095,2016-2018,59.78,Female,20-24 years,All,All
S16000095,2016-2018,64.49,Female,15-19 years,All,All
S16000095,2016-2018,49.99,Female,30-34 years,All,All
S16000095,2016-2018,74.37,Female,5-9 years,All,All
S16000095,2016-2018,78.29,Female,1-4 years,All,All
S16000095,2016-2018,54.87,Female,25-29 years,All,All
S16000136,2014-2016,63.87,Female,15-19 years,All,All
S16000136,2014-2016,78.53,Female,0 years,All,All
S16000136,2014-2016,49.29,Female,30-34 years,All,All
S16000137,2014-2016,25.03,Female,60-64 years,All,All
S16000136,2014-2016,14.15,Female,70-74 years,All,All
S16000136,2014-2016,35.37,Female,45-49 years,All,All
S16000136,2014-2016,59.08,Female,20-24 years,All,All
S16000136,2014-2016,44.51,Female,35-39 years,All,All
S16000082,2016-2018,77.18,Female,5-9 years,All,All
S16000136,2014-2016,26.41,Female,55-59 years,All,All
S16000082,2016-2018,81.55,Female,0 years,All,All
S16000082,2016-2018,12.4,Female,75-79 years,All,All
S16000082,2016-2018,4.72,Female,90 years,All,All
S16000082,2016-2018,72.24,Female,10-14 years,All,All
S16000082,2016-2018,81.1,Female,1-4 years,All,All
S16000136,2014-2016,54.12,Female,25-29 years,All,All
S16000137,2014-2016,5.34,Female,90 years,All,All
S16000074,2016-2018,66.17,Female,15-19 years,All,All
S16000074,2016-2018,61.25,Female,20-24 years,All,All
S16000137,2014-2016,47.79,Female,35-39 years,All,All
S16000074,2016-2018,71.17,Female,10-14 years,All,All
S16000137,2014-2016,62.32,Female,20-24 years,All,All
S16000137,2014-2016,57.43,Female,25-29 years,All,All
S16000137,2014-2016,38.5,Female,45-49 years,All,All
S16000074,2016-2018,80.76,Female,0 years,All,All
S16000074,2016-2018,76.17,Female,5-9 years,All,All
S16000074,2016-2018,80.1,Female,1-4 years,All,All
S16000137,2014-2016,52.71,Female,30-34 years,All,All
S16000074,2016-2018,28.52,Female,55-59 years,All,All
S16000137,2014-2016,43.08,Female,40-44 years,All,All
S16000080,2016-2018,41.47,Female,40-44 years,All,All
S16000079,2016-2018,79.69,Female,0 years,All,All
S16000080,2016-2018,36.78,Female,45-49 years,All,All
S16000079,2016-2018,78.69,Female,1-4 years,All,All
S16000080,2016-2018,19.21,Female,65-69 years,All,All
S16000080,2016-2018,11.77,Female,75-79 years,All,All
S16000080,2016-2018,15.24,Female,70-74 years,All,All
S16000080,2016-2018,27.54,Female,55-59 years,All,All
S16000080,2016-2018,8.86,Female,80-84 years,All,All
S16000080,2016-2018,46.29,Female,35-39 years,All,All
S16000137,2014-2016,72.07,Female,10-14 years,All,All
S16000137,2014-2016,67.15,Female,15-19 years,All,All
S16000137,2014-2016,81.64,Female,0 years,All,All
S16000074,2016-2018,4.77,Female,90 years,All,All
S16000074,2016-2018,9.49,Female,80-84 years,All,All
S16000074,2016-2018,6.61,Female,85-89 years,All,All
S16000132,2014-2016,24.49,Female,60-64 years,All,All
S16000132,2014-2016,28.95,Female,55-59 years,All,All
S16000078,2016-2018,49.38,Female,35-39 years,All,All
S16000078,2016-2018,35.02,Female,50-54 years,All,All
S16000077,2016-2018,25.24,Female,60-64 years,All,All
S16000077,2016-2018,6.56,Female,85-89 years,All,All
S16000132,2014-2016,33.52,Female,50-54 years,All,All
S16000077,2016-2018,9.49,Female,80-84 years,All,All
S16000075,2016-2018,11.94,Female,75-79 years,All,All
S16000075,2016-2018,15.68,Female,70-74 years,All,All
S16000075,2016-2018,27.67,Female,55-59 years,All,All
S16000075,2016-2018,19.33,Female,65-69 years,All,All
S16000075,2016-2018,23.49,Female,60-64 years,All,All
S16000077,2016-2018,16.59,Female,70-74 years,All,All
S16000078,2016-2018,30.43,Female,55-59 years,All,All
S16000077,2016-2018,4.58,Female,90 years,All,All
S16000132,2014-2016,20.41,Female,65-69 years,All,All
S16000077,2016-2018,20.85,Female,65-69 years,All,All
S16000132,2014-2016,42.99,Female,40-44 years,All,All
S16000078,2016-2018,44.5,Female,40-44 years,All,All
S16000078,2016-2018,21.32,Female,65-69 years,All,All
S16000078,2016-2018,9.39,Female,80-84 years,All,All
S16000078,2016-2018,13.01,Female,75-79 years,All,All
S16000078,2016-2018,39.76,Female,45-49 years,All,All
S16000132,2014-2016,47.81,Female,35-39 years,All,All
S16000078,2016-2018,25.81,Female,60-64 years,All,All
S16000078,2016-2018,82.95,Female,1-4 years,All,All
S16000078,2016-2018,17.05,Female,70-74 years,All,All
S16000078,2016-2018,83.95,Female,0 years,All,All
S16000078,2016-2018,64.18,Female,20-24 years,All,All
S16000132,2014-2016,38.23,Female,45-49 years,All,All
S16000077,2016-2018,12.78,Female,75-79 years,All,All
S16000078,2016-2018,59.18,Female,25-29 years,All,All
S16000078,2016-2018,54.18,Female,30-34 years,All,All
S16000078,2016-2018,6.24,Female,85-89 years,All,All
S16000078,2016-2018,79.02,Female,5-9 years,All,All
S16000078,2016-2018,69.12,Female,15-19 years,All,All
S16000078,2016-2018,74.12,Female,10-14 years,All,All
S16000079,2016-2018,40.72,Female,40-44 years,All,All
S16000081,2016-2018,29.19,Female,55-59 years,All,All
S16000082,2016-2018,24.53,Female,60-64 years,All,All
S16000079,2016-2018,35.97,Female,45-49 years,All,All
S16000081,2016-2018,43.07,Female,40-44 years,All,All
S16000081,2016-2018,47.93,Female,35-39 years,All,All
S16000081,2016-2018,24.87,Female,60-64 years,All,All
S16000082,2016-2018,28.78,Female,55-59 years,All,All
S16000082,2016-2018,33.28,Female,50-54 years,All,All
S16000082,2016-2018,6.31,Female,85-89 years,All,All
S16000079,2016-2018,22.83,Female,60-64 years,All,All
S16000079,2016-2018,26.96,Female,55-59 years,All,All
S16000079,2016-2018,45.44,Female,35-39 years,All,All
S16000136,2014-2016,68.87,Female,10-14 years,All,All
S16000081,2016-2018,82.34,Female,0 years,All,All
S16000081,2016-2018,81.5,Female,1-4 years,All,All
S16000136,2014-2016,11.01,Female,75-79 years,All,All
S16000081,2016-2018,77.5,Female,5-9 years,All,All
S16000081,2016-2018,72.5,Female,10-14 years,All,All
S16000081,2016-2018,52.72,Female,30-34 years,All,All
S16000081,2016-2018,38.47,Female,45-49 years,All,All
S16000081,2016-2018,62.5,Female,20-24 years,All,All
S16000081,2016-2018,67.5,Female,15-19 years,All,All
S16000081,2016-2018,33.79,Female,50-54 years,All,All
S16000082,2016-2018,52.57,Female,30-34 years,All,All
S16000136,2014-2016,18.01,Female,65-69 years,All,All
S16000082,2016-2018,42.87,Female,40-44 years,All,All
S16000082,2016-2018,47.65,Female,35-39 years,All,All
S16000082,2016-2018,67.3,Female,15-19 years,All,All
S16000082,2016-2018,9.07,Female,80-84 years,All,All
S16000082,2016-2018,62.36,Female,20-24 years,All,All
S16000082,2016-2018,16.28,Female,70-74 years,All,All
S16000136,2014-2016,39.86,Female,40-44 years,All,All
S16000082,2016-2018,57.41,Female,25-29 years,All,All
S16000079,2016-2018,50.15,Female,30-34 years,All,All
S16000079,2016-2018,3.79,Female,90 years,All,All
S16000082,2016-2018,37.97,Female,45-49 years,All,All
S16000082,2016-2018,20.38,Female,65-69 years,All,All
S16000079,2016-2018,60.02,Female,20-24 years,All,All
S16000079,2016-2018,55.07,Female,25-29 years,All,All
S16000079,2016-2018,31.35,Female,50-54 years,All,All
S16000079,2016-2018,74.75,Female,5-9 years,All,All
S16000079,2016-2018,69.81,Female,10-14 years,All,All
S16000079,2016-2018,64.87,Female,15-19 years,All,All
S16000080,2016-2018,56.13,Female,25-29 years,All,All
S16000080,2016-2018,61.01,Female,20-24 years,All,All
S16000080,2016-2018,70.93,Female,10-14 years,All,All
S16000080,2016-2018,75.83,Female,5-9 years,All,All
S16000080,2016-2018,51.23,Female,30-34 years,All,All
S16000135,2014-2016,67.83,Female,15-19 years,All,All
S16000135,2014-2016,58.44,Female,25-29 years,All,All
S16000079,2016-2018,18.69,Female,65-69 years,All,All
S16000079,2016-2018,8.53,Female,80-84 years,All,All
S16000079,2016-2018,11.13,Female,75-79 years,All,All
S16000080,2016-2018,6.41,Female,85-89 years,All,All
S16000080,2016-2018,5.14,Female,90 years,All,All
S16000079,2016-2018,5.95,Female,85-89 years,All,All
S16000080,2016-2018,65.97,Female,15-19 years,All,All
S16000078,2016-2018,4.39,Female,90 years,All,All
S16000079,2016-2018,14.88,Female,70-74 years,All,All
S16000083,2016-2018,72.15,Female,10-14 years,All,All
S16000081,2016-2018,57.67,Female,25-29 years,All,All
S16000083,2016-2018,80.96,Female,1-4 years,All,All
S16000135,2014-2016,63.25,Female,20-24 years,All,All
S16000083,2016-2018,81.59,Female,0 years,All,All
S16000083,2016-2018,77.06,Female,5-9 years,All,All
S16000136,2014-2016,22.06,Female,60-64 years,All,All
S16000080,2016-2018,80.65,Female,0 years,All,All
S16000135,2014-2016,72.83,Female,10-14 years,All,All
S16000080,2016-2018,79.83,Female,1-4 years,All,All
S16000080,2016-2018,23.23,Female,60-64 years,All,All
S16000080,2016-2018,32,Female,50-54 years,All,All
S16000135,2014-2016,82.51,Female,0 years,All,All
S16000141,2014-2016,4.92,Female,90 years,All,All
S16000142,2014-2016,6.87,Female,85-89 years,All,All
S16000143,2014-2016,73.62,Female,10-14 years,All,All
S16000143,2014-2016,68.68,Female,15-19 years,All,All
S16000143,2014-2016,83.62,Female,0 years,All,All
S16000143,2014-2016,58.91,Female,25-29 years,All,All
S16000143,2014-2016,54.02,Female,30-34 years,All,All
S16000143,2014-2016,30.33,Female,55-59 years,All,All
S16000143,2014-2016,17.36,Female,70-74 years,All,All
S16000139,2014-2016,81.93,Female,0 years,All,All
S16000144,2014-2016,81.74,Female,0 years,All,All
S16000143,2014-2016,25.84,Female,60-64 years,All,All
S16000144,2014-2016,23.83,Female,60-64 years,All,All
S16000142,2014-2016,72.11,Female,10-14 years,All,All
S16000142,2014-2016,81.88,Female,0 years,All,All
S16000144,2014-2016,28.26,Female,55-59 years,All,All
S16000144,2014-2016,37.4,Female,45-49 years,All,All
S16000144,2014-2016,12.16,Female,75-79 years,All,All
S16000144,2014-2016,9.06,Female,80-84 years,All,All
S16000144,2014-2016,32.79,Female,50-54 years,All,All
S16000144,2014-2016,66.74,Female,15-19 years,All,All
S16000144,2014-2016,71.74,Female,10-14 years,All,All
S16000144,2014-2016,47.11,Female,35-39 years,All,All
S16000143,2014-2016,63.79,Female,20-24 years,All,All
S16000143,2014-2016,44.38,Female,40-44 years,All,All
S16000143,2014-2016,39.66,Female,45-49 years,All,All
S16000143,2014-2016,49.15,Female,35-39 years,All,All
S16000143,2014-2016,7.11,Female,85-89 years,All,All
S16000143,2014-2016,21.55,Female,65-69 years,All,All
S16000143,2014-2016,34.85,Female,50-54 years,All,All
S16000144,2014-2016,42.14,Female,40-44 years,All,All
S16000144,2014-2016,52,Female,30-34 years,All,All
S16000132,2014-2016,72.08,Female,10-14 years,All,All
S16000132,2014-2016,81.87,Female,0 years,All,All
S16000143,2014-2016,4.47,Female,90 years,All,All
S16000143,2014-2016,13.4,Female,75-79 years,All,All
S16000132,2014-2016,62.13,Female,20-24 years,All,All
S16000143,2014-2016,9.94,Female,80-84 years,All,All
S16000139,2014-2016,28.91,Female,55-59 years,All,All
S16000139,2014-2016,20.15,Female,65-69 years,All,All
S16000139,2014-2016,57.44,Female,25-29 years,All,All
S16000139,2014-2016,72.09,Female,10-14 years,All,All
S16000144,2014-2016,5.45,Female,90 years,All,All
S16000144,2014-2016,6.94,Female,85-89 years,All,All
S16000139,2014-2016,42.96,Female,40-44 years,All,All
S16000139,2014-2016,38.17,Female,45-49 years,All,All
S16000139,2014-2016,33.43,Female,50-54 years,All,All
S16000139,2014-2016,47.68,Female,35-39 years,All,All
S16000139,2014-2016,24.57,Female,60-64 years,All,All
S16000129,2016-2018,65.81,Female,15-19 years,All,All
S16000126,2016-2018,80.41,Female,0 years,All,All
S16000129,2016-2018,51.33,Female,30-34 years,All,All
S16000129,2016-2018,46.49,Female,35-39 years,All,All
S16000129,2016-2018,41.83,Female,40-44 years,All,All
S16000126,2016-2018,50.91,Female,30-34 years,All,All
S16000126,2016-2018,70.66,Female,10-14 years,All,All
S16000126,2016-2018,60.66,Female,20-24 years,All,All
S16000126,2016-2018,79.61,Female,1-4 years,All,All
S16000099,2014-2016,6.97,Female,85-89 years,All,All
S16000126,2016-2018,75.61,Female,5-9 years,All,All
S16000129,2016-2018,19.63,Female,65-69 years,All,All
S16000129,2016-2018,23.83,Female,60-64 years,All,All
S16000129,2016-2018,56.15,Female,25-29 years,All,All
S16000126,2016-2018,23.2,Female,60-64 years,All,All
S16000126,2016-2018,19.04,Female,65-69 years,All,All
S16000129,2016-2018,15.58,Female,70-74 years,All,All
S16000129,2016-2018,37.19,Female,45-49 years,All,All
S16000130,2016-2018,71.39,Female,10-14 years,All,All
S16000129,2016-2018,28.1,Female,55-59 years,All,All
S16000130,2016-2018,76.39,Female,5-9 years,All,All
S16000129,2016-2018,60.93,Female,20-24 years,All,All
S16000129,2016-2018,32.64,Female,50-54 years,All,All
S16000138,2016-2018,73.47,Female,10-14 years,All,All
S16000138,2016-2018,53.88,Female,30-34 years,All,All
S16000138,2016-2018,4.58,Female,90 years,All,All
S16000138,2016-2018,63.62,Female,20-24 years,All,All
S16000138,2016-2018,68.52,Female,15-19 years,All,All
S16000138,2016-2018,83.13,Female,0 years,All,All
S16000138,2016-2018,39.34,Female,45-49 years,All,All
S16000138,2016-2018,17.16,Female,70-74 years,All,All
S16000138,2016-2018,7.12,Female,85-89 years,All,All
S16000138,2016-2018,9.95,Female,80-84 years,All,All
S16000138,2016-2018,34.71,Female,50-54 years,All,All
S16000127,2016-2018,11.98,Female,75-79 years,All,All
S16000127,2016-2018,15.59,Female,70-74 years,All,All
S16000127,2016-2018,4.16,Female,90 years,All,All
S16000126,2016-2018,46,Female,35-39 years,All,All
S16000126,2016-2018,55.66,Female,25-29 years,All,All
S16000127,2016-2018,8.84,Female,80-84 years,All,All
S16000138,2016-2018,82.47,Female,1-4 years,All,All
S16000136,2014-2016,30.91,Female,50-54 years,All,All
S16000138,2016-2018,58.83,Female,25-29 years,All,All
S16000126,2016-2018,65.66,Female,15-19 years,All,All
S16000138,2016-2018,48.95,Female,35-39 years,All,All
S16000077,2016-2018,43.72,Female,40-44 years,All,All
S16000077,2016-2018,48.53,Female,35-39 years,All,All
S16000077,2016-2018,53.5,Female,30-34 years,All,All
S16000077,2016-2018,34.32,Female,50-54 years,All,All
S16000076,2016-2018,6.61,Female,85-89 years,All,All
S16000076,2016-2018,16.36,Female,70-74 years,All,All
S16000076,2016-2018,4.55,Female,90 years,All,All
S16000077,2016-2018,68.28,Female,15-19 years,All,All
S16000077,2016-2018,58.5,Female,25-29 years,All,All
S16000077,2016-2018,63.34,Female,20-24 years,All,All
S16000098,2014-2016,9.76,Female,80-84 years,All,All
S16000076,2016-2018,38.58,Female,45-49 years,All,All
S16000076,2016-2018,57.71,Female,25-29 years,All,All
S16000076,2016-2018,47.97,Female,35-39 years,All,All
S16000127,2016-2018,75.36,Female,5-9 years,All,All
S16000127,2016-2018,79.36,Female,1-4 years,All,All
S16000127,2016-2018,79.85,Female,0 years,All,All
S16000076,2016-2018,29.29,Female,55-59 years,All,All
S16000076,2016-2018,9.38,Female,80-84 years,All,All
S16000076,2016-2018,52.77,Female,30-34 years,All,All
S16000076,2016-2018,34,Female,50-54 years,All,All
S16000076,2016-2018,43.18,Female,40-44 years,All,All
S16000076,2016-2018,12.72,Female,75-79 years,All,All
S16000129,2016-2018,4.29,Female,90 years,All,All
S16000129,2016-2018,8.85,Female,80-84 years,All,All
S16000129,2016-2018,6.18,Female,85-89 years,All,All
S16000126,2016-2018,4.23,Female,90 years,All,All
S16000129,2016-2018,12.05,Female,75-79 years,All,All
S16000126,2016-2018,41.37,Female,40-44 years,All,All
S16000126,2016-2018,32.14,Female,50-54 years,All,All
S16000126,2016-2018,36.74,Female,45-49 years,All,All
S16000126,2016-2018,27.68,Female,55-59 years,All,All
S16000099,2014-2016,9.12,Female,80-84 years,All,All
S16000077,2016-2018,29.74,Female,55-59 years,All,All
S16000077,2016-2018,78.23,Female,5-9 years,All,All
S16000077,2016-2018,82.23,Female,1-4 years,All,All
S16000076,2016-2018,24.83,Female,60-64 years,All,All
S16000076,2016-2018,20.45,Female,65-69 years,All,All
S16000077,2016-2018,38.95,Female,45-49 years,All,All
S16000126,2016-2018,11.57,Female,75-79 years,All,All
S16000126,2016-2018,5.83,Female,85-89 years,All,All
S16000126,2016-2018,8.36,Female,80-84 years,All,All
S16000077,2016-2018,73.23,Female,10-14 years,All,All
S16000126,2016-2018,15.06,Female,70-74 years,All,All
S16000137,2016-2018,82.48,Female,0 years,All,All
S16000137,2016-2018,81.66,Female,1-4 years,All,All
S16000123,2016-2018,22.76,Female,60-64 years,All,All
S16000123,2016-2018,14.95,Female,70-74 years,All,All
S16000131,2016-2018,13.02,Female,75-79 years,All,All
S16000137,2016-2018,67.75,Female,15-19 years,All,All
S16000131,2016-2018,4.61,Female,90 years,All,All
S16000123,2016-2018,4.12,Female,90 years,All,All
S16000123,2016-2018,8.64,Female,80-84 years,All,All
S16000123,2016-2018,6.12,Female,85-89 years,All,All
S16000123,2016-2018,18.8,Female,65-69 years,All,All
S16000123,2016-2018,11.66,Female,75-79 years,All,All
S16000137,2016-2018,63,Female,20-24 years,All,All
S16000137,2016-2018,53.17,Female,30-34 years,All,All
S16000137,2016-2018,58.12,Female,25-29 years,All,All
S16000137,2016-2018,29.48,Female,55-59 years,All,All
S16000137,2016-2018,48.25,Female,35-39 years,All,All
S16000137,2016-2018,38.84,Female,45-49 years,All,All
S16000137,2016-2018,25.13,Female,60-64 years,All,All
S16000137,2016-2018,72.75,Female,10-14 years,All,All
S16000137,2016-2018,77.75,Female,5-9 years,All,All
S16000136,2016-2018,18.47,Female,65-69 years,All,All
S16000136,2016-2018,14.56,Female,70-74 years,All,All
S16000137,2016-2018,34.24,Female,50-54 years,All,All
S16000124,2016-2018,31.76,Female,50-54 years,All,All
S16000124,2016-2018,45.7,Female,35-39 years,All,All
S16000124,2016-2018,3.8,Female,90 years,All,All
S16000124,2016-2018,27.27,Female,55-59 years,All,All
S16000124,2016-2018,22.94,Female,60-64 years,All,All
S16000124,2016-2018,41.06,Female,40-44 years,All,All
S16000125,2016-2018,16.48,Female,70-74 years,All,All
S16000124,2016-2018,5.69,Female,85-89 years,All,All
S16000124,2016-2018,8.32,Female,80-84 years,All,All
S16000124,2016-2018,36.41,Female,45-49 years,All,All
S16000096,2014-2016,5.03,Female,90 years,All,All
S16000124,2016-2018,14.81,Female,70-74 years,All,All
S16000097,2014-2016,52.64,Female,30-34 years,All,All
