area_code,date_code,years_to_live,sex,age,simd_quintiles,urban_rural_classification
S12000011,1995-1997,35.76,Female,45-49 years,All,All
S12000011,1995-1997,3.72,Female,90 years,All,All
S12000006,1993-1995,44.53,Female,35-39 years,All,All
S12000006,1993-1995,39.71,Female,40-44 years,All,All
S12000045,1993-1995,44.51,Female,35-39 years,All,All
S12000042,2008-2010,59.43,Female,20-24 years,All,All
S12000042,1993-1995,77.45,Female,0 years,All,All
S12000048,2003-2005,23.36,Female,60-64 years,All,All
S12000041,2008-2010,70.97,Female,10-14 years,All,All
S12000036,2008-2010,42.35,Female,40-44 years,All,All
S12000041,2008-2010,15.82,Female,70-74 years,All,All
S12000011,1995-1997,18.19,Female,65-69 years,All,All
S12000036,2008-2010,12.37,Female,75-79 years,All,All
S12000045,1993-1995,39.65,Female,40-44 years,All,All
S12000047,2000-2002,74.83,Female,5-9 years,All,All
S12000014,2000-2002,21.62,Female,60-64 years,All,All
S12000010,2008-2010,61.66,Female,20-24 years,All,All
S12000006,1999-2001,36.03,Female,45-49 years,All,All
S12000006,1999-2001,50.44,Female,30-34 years,All,All
S12000005,1999-2001,4.43,Female,90 years,All,All
S12000006,1993-1995,34.91,Female,45-49 years,All,All
S12000011,1995-1997,70.02,Female,10-14 years,All,All
S12000011,1999-2001,46.79,Female,35-39 years,All,All
S12000011,1995-1997,55.18,Female,25-29 years,All,All
S12000014,2000-2002,39.67,Female,40-44 years,All,All
S12000014,2000-2002,25.88,Female,55-59 years,All,All
S12000011,1999-2001,61.46,Female,20-24 years,All,All
S16000114,2014-2016,15.99,Female,70-74 years,All,All
S16000114,2014-2016,19.94,Female,65-69 years,All,All
S16000114,2014-2016,9.27,Female,80-84 years,All,All
S16000114,2014-2016,12.28,Female,75-79 years,All,All
S16000114,2014-2016,24.37,Female,60-64 years,All,All
S16000105,2014-2016,36.92,Female,45-49 years,All,All
S16000105,2014-2016,51.01,Female,30-34 years,All,All
S16000105,2014-2016,46.1,Female,35-39 years,All,All
S16000115,2014-2016,79.32,Female,0 years,All,All
S16000114,2014-2016,33.57,Female,50-54 years,All,All
S16000114,2014-2016,28.9,Female,55-59 years,All,All
S16000115,2014-2016,64.86,Female,15-19 years,All,All
S16000115,2014-2016,69.86,Female,10-14 years,All,All
S16000114,2014-2016,37.94,Female,45-49 years,All,All
S16000105,2014-2016,80.4,Female,0 years,All,All
S16000106,2014-2016,11.96,Female,75-79 years,All,All
S16000105,2014-2016,41.42,Female,40-44 years,All,All
S16000106,2014-2016,19.46,Female,65-69 years,All,All
S16000106,2014-2016,15.55,Female,70-74 years,All,All
S16000105,2014-2016,60.77,Female,20-24 years,All,All
S16000105,2014-2016,70.71,Female,10-14 years,All,All
S16000105,2014-2016,65.77,Female,15-19 years,All,All
S16000105,2014-2016,23.46,Female,60-64 years,All,All
S16000106,2014-2016,36.68,Female,45-49 years,All,All
S16000105,2014-2016,19.52,Female,65-69 years,All,All
S16000105,2014-2016,32.35,Female,50-54 years,All,All
S16000105,2014-2016,27.84,Female,55-59 years,All,All
S16000106,2014-2016,41.15,Female,40-44 years,All,All
S16000106,2014-2016,23.46,Female,60-64 years,All,All
S16000106,2014-2016,27.8,Female,55-59 years,All,All
S16000103,2014-2016,7.47,Female,85-89 years,All,All
S16000103,2014-2016,31,Female,55-59 years,All,All
S16000106,2014-2016,5.49,Female,90 years,All,All
S16000103,2014-2016,5.36,Female,90 years,All,All
S16000103,2014-2016,40.29,Female,45-49 years,All,All
S16000103,2014-2016,13.97,Female,75-79 years,All,All
S16000104,2014-2016,73.31,Female,10-14 years,All,All
S16000104,2014-2016,68.54,Female,15-19 years,All,All
S16000104,2014-2016,83.06,Female,0 years,All,All
S16000106,2014-2016,45.99,Female,35-39 years,All,All
S16000106,2014-2016,65.75,Female,15-19 years,All,All
S16000106,2014-2016,55.81,Female,25-29 years,All,All
S16000106,2014-2016,60.75,Female,20-24 years,All,All
S16000106,2014-2016,32.34,Female,50-54 years,All,All
S16000106,2014-2016,9.09,Female,80-84 years,All,All
S16000106,2014-2016,70.44,Female,10-14 years,All,All
S16000106,2014-2016,6.81,Female,85-89 years,All,All
S16000105,2014-2016,12.11,Female,75-79 years,All,All
S16000105,2014-2016,15.48,Female,70-74 years,All,All
S16000105,2014-2016,5.42,Female,90 years,All,All
S16000105,2014-2016,9.11,Female,80-84 years,All,All
S16000105,2014-2016,6.95,Female,85-89 years,All,All
S16000103,2014-2016,22.01,Female,65-69 years,All,All
S16000103,2014-2016,17.82,Female,70-74 years,All,All
S16000103,2014-2016,10.42,Female,80-84 years,All,All
S16000103,2014-2016,35.65,Female,50-54 years,All,All
S16000103,2014-2016,26.49,Female,60-64 years,All,All
S16000114,2014-2016,6.74,Female,85-89 years,All,All
S16000114,2014-2016,4.84,Female,90 years,All,All
S16000105,2014-2016,55.96,Female,25-29 years,All,All
S16000116,2014-2016,37.12,Female,45-49 years,All,All
S16000116,2014-2016,32.62,Female,50-54 years,All,All
S16000116,2014-2016,28.17,Female,55-59 years,All,All
S16000116,2014-2016,46.42,Female,35-39 years,All,All
S16000116,2014-2016,41.57,Female,40-44 years,All,All
S16000116,2014-2016,23.95,Female,60-64 years,All,All
S16000116,2014-2016,19.88,Female,65-69 years,All,All
S16000108,2014-2016,43.69,Female,40-44 years,All,All
S16000116,2014-2016,51.3,Female,30-34 years,All,All
S16000116,2014-2016,80.85,Female,0 years,All,All
S16000114,2014-2016,81.44,Female,0 years,All,All
S16000116,2014-2016,66.21,Female,15-19 years,All,All
S16000104,2014-2016,34.61,Female,50-54 years,All,All
S16000104,2014-2016,43.85,Female,40-44 years,All,All
S16000104,2014-2016,63.57,Female,20-24 years,All,All
S16000109,2014-2016,58.8,Female,25-29 years,All,All
S16000108,2014-2016,15.85,Female,70-74 years,All,All
S16000104,2014-2016,48.77,Female,35-39 years,All,All
S16000104,2014-2016,30.29,Female,55-59 years,All,All
S16000104,2014-2016,53.62,Female,30-34 years,All,All
S16000104,2014-2016,10.16,Female,80-84 years,All,All
S16000104,2014-2016,21.44,Female,65-69 years,All,All
S16000104,2014-2016,39.11,Female,45-49 years,All,All
S16000104,2014-2016,58.61,Female,25-29 years,All,All
S16000104,2014-2016,13.51,Female,75-79 years,All,All
S16000108,2014-2016,29.24,Female,55-59 years,All,All
S16000108,2014-2016,58.43,Female,25-29 years,All,All
S16000107,2014-2016,5.94,Female,90 years,All,All
S16000108,2014-2016,34.04,Female,50-54 years,All,All
S16000108,2014-2016,48.63,Female,35-39 years,All,All
S16000108,2014-2016,53.5,Female,30-34 years,All,All
S16000108,2014-2016,38.75,Female,45-49 years,All,All
S16000108,2014-2016,4.44,Female,90 years,All,All
S16000108,2014-2016,20.16,Female,65-69 years,All,All
S16000109,2014-2016,68.63,Female,15-19 years,All,All
S16000109,2014-2016,63.74,Female,20-24 years,All,All
S16000109,2014-2016,54.01,Female,30-34 years,All,All
S16000109,2014-2016,73.63,Female,10-14 years,All,All
S16000108,2014-2016,8.89,Female,80-84 years,All,All
S16000108,2014-2016,11.98,Female,75-79 years,All,All
S16000108,2014-2016,6.42,Female,85-89 years,All,All
S16000109,2014-2016,83.46,Female,0 years,All,All
S16000108,2014-2016,24.65,Female,60-64 years,All,All
S16000115,2014-2016,12,Female,75-79 years,All,All
S16000115,2014-2016,22.7,Female,60-64 years,All,All
S16000111,2014-2016,72.28,Female,10-14 years,All,All
S16000111,2014-2016,82.12,Female,0 years,All,All
S16000115,2014-2016,9.25,Female,80-84 years,All,All
S16000115,2014-2016,5.17,Female,90 years,All,All
S16000115,2014-2016,15.18,Female,70-74 years,All,All
S16000111,2014-2016,42.91,Female,40-44 years,All,All
S16000115,2014-2016,26.9,Female,55-59 years,All,All
S16000115,2014-2016,40.52,Female,40-44 years,All,All
S16000115,2014-2016,59.86,Female,20-24 years,All,All
S16000115,2014-2016,49.9,Female,30-34 years,All,All
S16000106,2014-2016,80.13,Female,0 years,All,All
S16000106,2014-2016,50.88,Female,30-34 years,All,All
S16000115,2014-2016,31.33,Female,50-54 years,All,All
S16000115,2014-2016,54.9,Female,25-29 years,All,All
S16000116,2014-2016,16.04,Female,70-74 years,All,All
S16000116,2014-2016,10.43,Female,80-84 years,All,All
S16000115,2014-2016,6.81,Female,85-89 years,All,All
S16000115,2014-2016,18.71,Female,65-69 years,All,All
S16000116,2014-2016,8.32,Female,85-89 years,All,All
S16000115,2014-2016,35.85,Female,45-49 years,All,All
S16000115,2014-2016,45.03,Female,35-39 years,All,All
S16000116,2014-2016,6.46,Female,90 years,All,All
S16000116,2014-2016,12.91,Female,75-79 years,All,All
S16000114,2014-2016,66.75,Female,15-19 years,All,All
S16000114,2014-2016,57.03,Female,25-29 years,All,All
S16000114,2014-2016,61.92,Female,20-24 years,All,All
S16000114,2014-2016,71.69,Female,10-14 years,All,All
S16000116,2014-2016,56.27,Female,25-29 years,All,All
S16000116,2014-2016,71.21,Female,10-14 years,All,All
S16000116,2014-2016,61.27,Female,20-24 years,All,All
S16000111,2014-2016,57.61,Female,25-29 years,All,All
S16000111,2014-2016,52.81,Female,30-34 years,All,All
S16000111,2014-2016,67.35,Female,15-19 years,All,All
S16000111,2014-2016,62.48,Female,20-24 years,All,All
S16000111,2014-2016,38.2,Female,45-49 years,All,All
S16000111,2014-2016,47.86,Female,35-39 years,All,All
S16000111,2014-2016,33.55,Female,50-54 years,All,All
S16000114,2014-2016,52.13,Female,30-34 years,All,All
S16000114,2014-2016,47.21,Female,35-39 years,All,All
S16000114,2014-2016,42.69,Female,40-44 years,All,All
S16000113,2014-2016,6.82,Female,85-89 years,All,All
S16000113,2014-2016,5.26,Female,90 years,All,All
S16000113,2014-2016,11.99,Female,75-79 years,All,All
S16000113,2014-2016,9.09,Female,80-84 years,All,All
S92000003,2017-2019,81.13839,Female,0 years,All,All
S92000003,2017-2019,28.36879,Female,55-59 years,All,All
S92000003,2017-2019,71.43318,Female,10-14 years,All,All
S92000003,2017-2019,61.54425,Female,20-24 years,All,All
S92000003,2017-2019,66.47163,Female,15-19 years,All,All
S16000148,2016-2018,13.38,Female,75-79 years,All,All
S16000148,2016-2018,53.51,Female,30-34 years,All,All
S16000148,2016-2018,48.67,Female,35-39 years,All,All
S16000148,2016-2018,58.37,Female,25-29 years,All,All
S16000144,2016-2018,5,Female,90 years,All,All
S16000144,2016-2018,9.55,Female,80-84 years,All,All
S16000148,2016-2018,21.09,Female,65-69 years,All,All
S16000148,2016-2018,9.95,Female,80-84 years,All,All
S16000148,2016-2018,4.85,Female,90 years,All,All
S16000148,2016-2018,6.89,Female,85-89 years,All,All
S16000148,2016-2018,29.83,Female,55-59 years,All,All
S16000148,2016-2018,34.28,Female,50-54 years,All,All
S16000144,2016-2018,6.78,Female,85-89 years,All,All
S16000148,2016-2018,43.74,Female,40-44 years,All,All
S16000148,2016-2018,39,Female,45-49 years,All,All
S16000148,2016-2018,25.32,Female,60-64 years,All,All
S16000148,2016-2018,17.11,Female,70-74 years,All,All
S16000148,2016-2018,73.01,Female,10-14 years,All,All
S16000146,2016-2018,11.72,Female,75-79 years,All,All
S16000146,2016-2018,22.76,Female,60-64 years,All,All
S16000146,2016-2018,27.06,Female,55-59 years,All,All
S16000146,2016-2018,15.02,Female,70-74 years,All,All
S16000146,2016-2018,8.84,Female,80-84 years,All,All
S16000146,2016-2018,4.12,Female,90 years,All,All
S16000146,2016-2018,6.1,Female,85-89 years,All,All
S16000146,2016-2018,60.2,Female,20-24 years,All,All
S16000146,2016-2018,70.1,Female,10-14 years,All,All
S16000146,2016-2018,18.73,Female,65-69 years,All,All
S16000146,2016-2018,65.2,Female,15-19 years,All,All
S16000146,2016-2018,79.78,Female,0 years,All,All
S16000146,2016-2018,74.92,Female,5-9 years,All,All
S16000143,2016-2018,43.77,Female,40-44 years,All,All
S16000143,2016-2018,21.27,Female,65-69 years,All,All
S16000143,2016-2018,63.21,Female,20-24 years,All,All
S16000143,2016-2018,39.05,Female,45-49 years,All,All
S16000143,2016-2018,58.45,Female,25-29 years,All,All
S16000143,2016-2018,48.59,Female,35-39 years,All,All
S16000143,2016-2018,53.51,Female,30-34 years,All,All
S16000148,2016-2018,82.75,Female,0 years,All,All
S16000148,2016-2018,63.23,Female,20-24 years,All,All
S16000143,2016-2018,6.9,Female,85-89 years,All,All
S16000148,2016-2018,77.95,Female,5-9 years,All,All
S16000148,2016-2018,81.83,Female,1-4 years,All,All
S16000148,2016-2018,68.12,Female,15-19 years,All,All
S16000144,2016-2018,67.94,Female,15-19 years,All,All
S16000144,2016-2018,48.34,Female,35-39 years,All,All
S16000144,2016-2018,82.57,Female,0 years,All,All
S16000144,2016-2018,81.88,Female,1-4 years,All,All
S16000143,2016-2018,34.33,Female,50-54 years,All,All
S16000144,2016-2018,77.88,Female,5-9 years,All,All
S16000144,2016-2018,16.66,Female,70-74 years,All,All
S16000144,2016-2018,34.02,Female,50-54 years,All,All
S16000144,2016-2018,24.98,Female,60-64 years,All,All
S16000144,2016-2018,12.82,Female,75-79 years,All,All
S16000144,2016-2018,20.91,Female,65-69 years,All,All
S16000144,2016-2018,29.4,Female,55-59 years,All,All
S16000144,2016-2018,43.48,Female,40-44 years,All,All
S16000144,2016-2018,53.23,Female,30-34 years,All,All
S16000144,2016-2018,38.72,Female,45-49 years,All,All
S16000143,2016-2018,9.71,Female,80-84 years,All,All
S16000143,2016-2018,4.42,Female,90 years,All,All
S16000144,2016-2018,58.16,Female,25-29 years,All,All
S16000143,2016-2018,17.03,Female,70-74 years,All,All
S16000144,2016-2018,72.88,Female,10-14 years,All,All
S16000143,2016-2018,13.05,Female,75-79 years,All,All
S16000143,2016-2018,29.95,Female,55-59 years,All,All
S16000144,2016-2018,63.04,Female,20-24 years,All,All
S16000143,2016-2018,25.59,Female,60-64 years,All,All
S12000033,2017-2019,24.10031,Female,60-64 years,All,All
S12000034,2017-2019,67.73934,Female,15-19 years,All,All
S12000033,2017-2019,19.94932,Female,65-69 years,All,All
S12000034,2017-2019,72.73934,Female,10-14 years,All,All
S12000033,2017-2019,12.54317,Female,75-79 years,All,All
S12000033,2017-2019,42.27088,Female,40-44 years,All,All
S12000033,2017-2019,16.1535,Female,70-74 years,All,All
S12000033,2017-2019,37.58037,Female,45-49 years,All,All
S12000034,2017-2019,81.68662,Female,1-4 years,All,All
S12000034,2017-2019,77.72348,Female,5-9 years,All,All
S12000033,2017-2019,6.46454,Female,85-89 years,All,All
S12000033,2017-2019,28.48037,Female,55-59 years,All,All
S12000033,2017-2019,32.94978,Female,50-54 years,All,All
S92000003,2017-2019,76.40804,Female,5-9 years,All,All
S92000003,2017-2019,32.86328,Female,50-54 years,All,All
S92000003,2017-2019,80.36872,Female,1-4 years,All,All
S92000003,2017-2019,37.48062,Female,45-49 years,All,All
S92000003,2017-2019,51.72997,Female,30-34 years,All,All
S92000003,2017-2019,24.00917,Female,60-64 years,All,All
S92000003,2017-2019,56.62911,Female,25-29 years,All,All
S92000003,2017-2019,42.14314,Female,40-44 years,All,All
S92000003,2017-2019,46.87858,Female,35-39 years,All,All
S92000003,2002-2004,71.03,Female,5-9 years,1 - most deprived,All
S92000003,2008-2010,4.66,Female,90 years,1 - most deprived,All
S92000003,2007-2009,6.23,Female,85-89 years,1 - most deprived,All
S12000036,2014-2016,24.79,Female,60-64 years,All,All
S92000003,2007-2009,10.95,Female,75-79 years,1 - most deprived,All
S12000035,2014-2016,47.92,Female,35-39 years,All,All
S92000003,2002-2004,41.84,Female,35-39 years,1 - most deprived,All
S12000036,2014-2016,33.76,Female,50-54 years,All,All
S12000036,2014-2016,9.5,Female,80-84 years,All,All
S92000003,2007-2009,56.91,Female,20-24 years,1 - most deprived,All
S92000003,2002-2004,66.07,Female,10-14 years,1 - most deprived,All
S92000003,2001-2003,41.83,Female,35-39 years,1 - most deprived,All
S92000003,2008-2010,8.34,Female,80-84 years,1 - most deprived,All
S92000003,2009-2011,25.23,Female,55-59 years,1 - most deprived,All
S12000035,2014-2016,57.7,Female,25-29 years,All,All
S92000003,2008-2010,17.34,Female,65-69 years,1 - most deprived,All
S92000003,2008-2010,33.57,Female,45-49 years,1 - most deprived,All
S92000003,2008-2010,42.73,Female,35-39 years,1 - most deprived,All
S92000003,2004-2006,28.67,Female,50-54 years,1 - most deprived,All
S92000003,2004-2006,4.28,Female,90 years,1 - most deprived,All
S92000003,2008-2010,29.14,Female,50-54 years,1 - most deprived,All
S92000003,2008-2010,24.92,Female,55-59 years,1 - most deprived,All
S92000003,2009-2011,21.27,Female,60-64 years,1 - most deprived,All
S92000003,2006-2008,42.35,Female,35-39 years,1 - most deprived,All
S92000003,2005-2007,47.08,Female,30-34 years,1 - most deprived,All
S92000003,2005-2007,51.93,Female,25-29 years,1 - most deprived,All
S12000005,2014-2016,23.55,Female,60-64 years,All,All
S92000003,2011-2013,77.19,Female,0 years,1 - most deprived,All
S12000036,2014-2016,47.85,Female,35-39 years,All,All
S12000036,2014-2016,38.28,Female,45-49 years,All,All
S12000005,2014-2016,27.71,Female,55-59 years,All,All
S92000003,2005-2007,56.8,Female,20-24 years,1 - most deprived,All
S92000003,2006-2008,75.45,Female,1-4 years,1 - most deprived,All
S12000036,2014-2016,12.7,Female,75-79 years,All,All
S92000003,2006-2008,76.06,Female,0 years,1 - most deprived,All
S92000003,2005-2007,24.64,Female,55-59 years,1 - most deprived,All
S92000003,2005-2007,75.51,Female,1-4 years,1 - most deprived,All
S12000036,2014-2016,4.67,Female,90 years,All,All
S92000003,2012-2014,52.79,Female,25-29 years,1 - most deprived,All
S92000003,2012-2014,25.27,Female,55-59 years,1 - most deprived,All
S92000003,2012-2014,29.54,Female,50-54 years,1 - most deprived,All
S12000036,2014-2016,52.71,Female,30-34 years,All,All
S92000003,2005-2007,71.59,Female,5-9 years,1 - most deprived,All
S92000003,2005-2007,10.83,Female,75-79 years,1 - most deprived,All
S12000036,2014-2016,6.78,Female,85-89 years,All,All
S92000003,2007-2009,37.91,Female,40-44 years,1 - most deprived,All
S92000003,2012-2014,57.68,Female,20-24 years,1 - most deprived,All
S92000003,2007-2009,71.74,Female,5-9 years,1 - most deprived,All
S12000035,2014-2016,16.43,Female,70-74 years,All,All
S12000035,2014-2016,12.47,Female,75-79 years,All,All
S92000003,2005-2007,13.79,Female,70-74 years,1 - most deprived,All
S92000003,2007-2009,24.81,Female,55-59 years,1 - most deprived,All
S92000003,2010-2012,17.47,Female,65-69 years,1 - most deprived,All
S92000003,2005-2007,28.82,Female,50-54 years,1 - most deprived,All
S92000003,2005-2007,33.17,Female,45-49 years,1 - most deprived,All
S12000036,2014-2016,20.51,Female,65-69 years,All,All
S92000003,2005-2007,66.61,Female,10-14 years,1 - most deprived,All
S12000036,2014-2016,29.21,Female,55-59 years,All,All
S12000036,2014-2016,16.44,Female,70-74 years,All,All
S92000003,2006-2008,47.07,Female,30-34 years,1 - most deprived,All
S92000003,2005-2007,42.35,Female,35-39 years,1 - most deprived,All
S92000003,2005-2007,76.07,Female,0 years,1 - most deprived,All
S12000035,2014-2016,43.07,Female,40-44 years,All,All
S92000003,2004-2006,46.94,Female,30-34 years,1 - most deprived,All
S12000036,2014-2016,42.98,Female,40-44 years,All,All
S12000036,2014-2016,57.66,Female,25-29 years,All,All
S92000003,2012-2014,21.23,Female,60-64 years,1 - most deprived,All
S92000003,2012-2014,38.53,Female,40-44 years,1 - most deprived,All
S92000003,2004-2006,13.61,Female,70-74 years,1 - most deprived,All
S92000003,2011-2013,72.51,Female,5-9 years,1 - most deprived,All
S12000036,2014-2016,67.57,Female,15-19 years,All,All
S12000036,2014-2016,62.6,Female,20-24 years,All,All
S92000003,2011-2013,52.73,Female,25-29 years,1 - most deprived,All
S92000003,2005-2007,37.73,Female,40-44 years,1 - most deprived,All
S92000003,2006-2008,71.54,Female,5-9 years,1 - most deprived,All
S92000003,2006-2008,66.57,Female,10-14 years,1 - most deprived,All
S92000003,2011-2013,21.21,Female,60-64 years,1 - most deprived,All
S12000006,2014-2016,67.16,Female,15-19 years,All,All
S12000006,2014-2016,72.12,Female,10-14 years,All,All
S92000003,2011-2013,13.97,Female,70-74 years,1 - most deprived,All
S92000003,2011-2013,43.14,Female,35-39 years,1 - most deprived,All
S92000003,2014-2016,76.32,Female,1-4 years,1 - most deprived,All
S12000006,2014-2016,47.69,Female,35-39 years,All,All
S92000003,2008-2010,52.22,Female,25-29 years,1 - most deprived,All
S92000003,2015-2017,4.24,Female,90 years,1 - most deprived,All
S92000003,2008-2010,47.43,Female,30-34 years,1 - most deprived,All
S92000003,2011-2013,33.94,Female,45-49 years,1 - most deprived,All
S12000006,2014-2016,57.45,Female,25-29 years,All,All
S12000006,2014-2016,62.3,Female,20-24 years,All,All
S12000006,2014-2016,38.19,Female,45-49 years,All,All
S92000003,2012-2014,47.92,Female,30-34 years,1 - most deprived,All
S12000006,2014-2016,42.96,Female,40-44 years,All,All
S92000003,2009-2011,62.29,Female,15-19 years,1 - most deprived,All
S92000003,2013-2015,17.42,Female,65-69 years,1 - most deprived,All
S92000003,2009-2011,57.41,Female,20-24 years,1 - most deprived,All
S92000003,2015-2017,21.12,Female,60-64 years,1 - most deprived,All
S92000003,2007-2009,4.49,Female,90 years,1 - most deprived,All
S12000006,2014-2016,81.82,Female,0 years,All,All
S92000003,2010-2012,4.64,Female,90 years,1 - most deprived,All
S12000005,2014-2016,41.75,Female,40-44 years,All,All
S12000005,2014-2016,60.85,Female,20-24 years,All,All
S12000005,2014-2016,46.41,Female,35-39 years,All,All
S12000005,2014-2016,70.7,Female,10-14 years,All,All
S12000005,2014-2016,51.24,Female,30-34 years,All,All
S92000003,2015-2017,62.19,Female,15-19 years,1 - most deprived,All
S12000005,2014-2016,80.59,Female,0 years,All,All
S92000003,2006-2008,37.73,Female,40-44 years,1 - most deprived,All
S92000003,2006-2008,20.73,Female,60-64 years,1 - most deprived,All
S92000003,2001-2003,74.93,Female,1-4 years,1 - most deprived,All
S12000005,2014-2016,19.34,Female,65-69 years,All,All
S12000005,2014-2016,8.85,Female,80-84 years,All,All
S92000003,2001-2003,75.46,Female,0 years,1 - most deprived,All
S12000005,2014-2016,15.43,Female,70-74 years,All,All
S12000005,2014-2016,65.7,Female,15-19 years,All,All
S12000005,2014-2016,4.87,Female,90 years,All,All
S12000006,2014-2016,52.62,Female,30-34 years,All,All
S92000003,2011-2013,6.1,Female,85-89 years,1 - most deprived,All
S12000005,2014-2016,6.56,Female,85-89 years,All,All
S92000003,2011-2013,29.5,Female,50-54 years,1 - most deprived,All
S92000003,2008-2010,75.82,Female,1-4 years,1 - most deprived,All
S12000005,2014-2016,55.98,Female,25-29 years,All,All
S92000003,2008-2010,71.9,Female,5-9 years,1 - most deprived,All
S12000005,2014-2016,32.13,Female,50-54 years,All,All
S92000003,2002-2004,8.01,Female,80-84 years,1 - most deprived,All
S12000005,2014-2016,11.92,Female,75-79 years,All,All
S12000005,2014-2016,36.89,Female,45-49 years,All,All
S92000003,2008-2010,76.51,Female,0 years,1 - most deprived,All
S92000003,2009-2011,8.52,Female,80-84 years,1 - most deprived,All
S92000003,2003-2005,71.29,Female,5-9 years,1 - most deprived,All
S92000003,2009-2011,17.55,Female,65-69 years,1 - most deprived,All
S92000003,2014-2016,4.4,Female,90 years,1 - most deprived,All
S92000003,2014-2016,14.01,Female,70-74 years,1 - most deprived,All
S92000003,2014-2016,17.48,Female,65-69 years,1 - most deprived,All
S16000079,2014-2016,4.18,Female,90 years,All,All
S92000003,2011-2013,47.88,Female,30-34 years,1 - most deprived,All
S92000003,2011-2013,76.46,Female,1-4 years,1 - most deprived,All
S92000003,2004-2006,56.67,Female,20-24 years,1 - most deprived,All
S92000003,2004-2006,66.47,Female,10-14 years,1 - most deprived,All
S92000003,2004-2006,61.53,Female,15-19 years,1 - most deprived,All
S92000003,2009-2011,11.14,Female,75-79 years,1 - most deprived,All
S16000079,2014-2016,9.04,Female,80-84 years,All,All
S92000003,2009-2011,6.36,Female,85-89 years,1 - most deprived,All
S16000079,2014-2016,18.89,Female,65-69 years,All,All
S92000003,2003-2005,4.13,Female,90 years,1 - most deprived,All
S92000003,2009-2011,76.19,Female,1-4 years,1 - most deprived,All
S92000003,2015-2017,17.34,Female,65-69 years,1 - most deprived,All
S16000078,2014-2016,4.68,Female,90 years,All,All
S92000003,2014-2016,8.32,Female,80-84 years,1 - most deprived,All
S92000003,2015-2017,6.05,Female,85-89 years,1 - most deprived,All
S92000003,2014-2016,6.09,Female,85-89 years,1 - most deprived,All
S92000003,2014-2016,38.42,Female,40-44 years,1 - most deprived,All
S92000003,2003-2005,56.54,Female,20-24 years,1 - most deprived,All
S92000003,2012-2014,4.49,Female,90 years,1 - most deprived,All
S92000003,2003-2005,75.22,Female,1-4 years,1 - most deprived,All
S92000003,2014-2016,52.58,Female,25-29 years,1 - most deprived,All
S92000003,2014-2016,47.74,Female,30-34 years,1 - most deprived,All
S92000003,2009-2011,14.17,Female,70-74 years,1 - most deprived,All
S92000003,2003-2005,66.33,Female,10-14 years,1 - most deprived,All
S92000003,2009-2011,4.78,Female,90 years,1 - most deprived,All
S92000003,2003-2005,61.38,Female,15-19 years,1 - most deprived,All
S16000078,2014-2016,83.01,Female,0 years,All,All
S16000079,2014-2016,59.64,Female,20-24 years,All,All
S92000003,2003-2005,28.46,Female,50-54 years,1 - most deprived,All
S92000003,2014-2016,25.3,Female,55-59 years,1 - most deprived,All
S16000079,2014-2016,64.54,Female,15-19 years,All,All
S92000003,2014-2016,29.57,Female,50-54 years,1 - most deprived,All
S92000003,2003-2005,16.76,Female,65-69 years,1 - most deprived,All
S92000003,2009-2011,76.87,Female,0 years,1 - most deprived,All
S92000003,2009-2011,72.25,Female,5-9 years,1 - most deprived,All
S16000079,2014-2016,79.43,Female,0 years,All,All
S92000003,2003-2005,75.71,Female,0 years,1 - most deprived,All
S92000003,2003-2005,8.07,Female,80-84 years,1 - most deprived,All
S92000003,2014-2016,43,Female,35-39 years,1 - most deprived,All
S92000003,2003-2005,5.99,Female,85-89 years,1 - most deprived,All
S16000079,2014-2016,69.43,Female,10-14 years,All,All
S92000003,2005-2007,61.66,Female,15-19 years,1 - most deprived,All
S12000035,2014-2016,33.53,Female,50-54 years,All,All
S92000003,2006-2008,4.42,Female,90 years,1 - most deprived,All
S12000035,2014-2016,20.62,Female,65-69 years,All,All
S92000003,2006-2008,8.25,Female,80-84 years,1 - most deprived,All
S92000003,2006-2008,6.24,Female,85-89 years,1 - most deprived,All
S92000003,2015-2017,47.51,Female,30-34 years,1 - most deprived,All
S92000003,2016-2018,4.4,Female,90 years,1 - most deprived,All
S12000035,2014-2016,28.95,Female,55-59 years,All,All
S92000003,2015-2017,72.13,Female,5-9 years,1 - most deprived,All
S92000003,2016-2018,6.2,Female,85-89 years,1 - most deprived,All
S12000035,2014-2016,72.6,Female,10-14 years,All,All
S12000035,2014-2016,52.8,Female,30-34 years,All,All
S12000035,2014-2016,38.25,Female,45-49 years,All,All
S12000035,2014-2016,24.69,Female,60-64 years,All,All
S92000003,2015-2017,38.22,Female,40-44 years,1 - most deprived,All
S92000003,2007-2009,13.94,Female,70-74 years,1 - most deprived,All
S92000003,2015-2017,25.16,Female,55-59 years,1 - most deprived,All
S92000003,2004-2006,51.79,Female,25-29 years,1 - most deprived,All
S92000003,2015-2017,42.76,Female,35-39 years,1 - most deprived,All
S92000003,2013-2015,38.45,Female,40-44 years,1 - most deprived,All
S92000003,2015-2017,57.26,Female,20-24 years,1 - most deprived,All
S92000003,2006-2008,24.64,Female,55-59 years,1 - most deprived,All
S12000035,2014-2016,4.36,Female,90 years,All,All
S92000003,2006-2008,56.75,Female,20-24 years,1 - most deprived,All
S92000003,2013-2015,43.06,Female,35-39 years,1 - most deprived,All
